               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.029387,            0.014759,           0.0021454,             0.88581,              0.8642,             0.87874,             0.51479,            0.031135,           0.0082689,           0.0017455,            0.007294,            0.007294,            0.007294
                  84,            0.028904,            0.014514,           0.0020263,             0.86653,             0.86334,             0.86737,             0.49944,            0.030853,           0.0083019,           0.0017131,            0.007261,            0.007261,            0.007261
                  85,            0.029103,            0.014735,           0.0021751,             0.87221,              0.8559,             0.86798,             0.50105,            0.030528,           0.0082355,            0.002011,            0.007228,            0.007228,            0.007228
                  86,            0.028586,            0.014521,           0.0020599,             0.86486,             0.84353,             0.85087,             0.49187,            0.030455,           0.0082631,           0.0020196,            0.007195,            0.007195,            0.007195
                  87,            0.028729,             0.01437,           0.0019408,              0.8751,             0.87132,             0.86908,               0.492,             0.03091,           0.0083563,           0.0018516,            0.007162,            0.007162,            0.007162
                  88,             0.02874,            0.014955,           0.0020038,             0.89307,             0.85551,             0.88046,             0.50039,            0.030636,           0.0082349,           0.0019244,            0.007129,            0.007129,            0.007129
                  89,            0.028835,            0.014797,           0.0018329,              0.8713,             0.86854,             0.87381,             0.50126,            0.030625,           0.0082943,           0.0017365,            0.007096,            0.007096,            0.007096
                  90,            0.028409,            0.014459,           0.0018346,             0.88715,             0.87789,             0.88853,             0.50305,            0.030979,           0.0083064,           0.0018502,            0.007063,            0.007063,            0.007063
                  91,            0.028546,            0.014671,           0.0019908,             0.87711,             0.87597,             0.88378,             0.51155,            0.030458,           0.0082782,           0.0018258,             0.00703,             0.00703,             0.00703
                  92,            0.027982,            0.014559,           0.0019196,             0.88093,             0.87362,             0.88151,             0.50749,            0.030716,           0.0082426,           0.0020501,            0.006997,            0.006997,            0.006997
                  93,             0.02854,            0.014695,           0.0018502,             0.87492,             0.84919,             0.86921,             0.49985,            0.031027,           0.0083432,           0.0019869,            0.006964,            0.006964,            0.006964
