               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.033712,            0.017428,           0.0033622,             0.84451,             0.82145,             0.84058,             0.45399,            0.033241,           0.0091099,           0.0019562,           0.0066835,           0.0066835,           0.0066835
                  69,            0.033532,             0.01682,           0.0031282,             0.85384,               0.825,             0.84499,             0.46386,            0.032872,           0.0087989,           0.0016963,            0.006634,            0.006634,            0.006634
                  70,            0.033144,            0.016985,           0.0028504,             0.86876,             0.81818,             0.85141,              0.4704,            0.032413,           0.0087796,           0.0017075,           0.0065845,           0.0065845,           0.0065845
                  71,            0.032706,            0.017255,           0.0028539,              0.8488,              0.8464,             0.86324,             0.45732,            0.032526,           0.0088642,           0.0014151,            0.006535,            0.006535,            0.006535
                  72,             0.03329,             0.01685,           0.0026655,             0.86645,             0.83198,             0.86032,             0.46603,            0.032842,            0.008733,           0.0015779,           0.0064855,           0.0064855,           0.0064855
                  73,            0.032569,            0.016755,            0.002599,             0.85087,             0.80667,             0.84279,             0.45035,            0.032981,           0.0088125,           0.0016251,            0.006436,            0.006436,            0.006436
                  74,            0.032711,            0.016939,           0.0028491,             0.84787,               0.843,             0.85514,             0.45387,            0.032864,           0.0088565,           0.0014826,           0.0063865,           0.0063865,           0.0063865
                  75,            0.032865,            0.016758,           0.0029088,             0.84353,             0.83629,              0.8537,             0.46984,            0.032447,           0.0088278,           0.0016313,            0.006337,            0.006337,            0.006337
                  76,            0.032502,            0.016254,           0.0027021,              0.8728,             0.81928,             0.86133,             0.46313,              0.0327,           0.0087041,           0.0017849,           0.0062875,           0.0062875,           0.0062875
                  77,            0.032516,            0.016532,            0.002483,             0.85097,             0.82692,             0.85163,             0.46991,            0.033276,           0.0088013,           0.0016649,            0.006238,            0.006238,            0.006238
                  78,            0.032889,            0.016901,           0.0025266,             0.84389,             0.83154,             0.84844,             0.44803,            0.032484,           0.0086756,           0.0016711,           0.0061885,           0.0061885,           0.0061885
                  79,            0.032967,            0.016461,           0.0026597,             0.83358,             0.82161,             0.84568,             0.44727,            0.032705,           0.0086865,           0.0017333,            0.006139,            0.006139,            0.006139
                  80,            0.031516,            0.016185,            0.002465,             0.85438,             0.83399,             0.84709,             0.44886,            0.033129,           0.0088149,           0.0017253,           0.0060895,           0.0060895,           0.0060895
                  81,            0.031989,            0.016505,           0.0028845,             0.83921,             0.79155,             0.82198,             0.44108,            0.032678,           0.0087952,           0.0018818,             0.00604,             0.00604,             0.00604
                  82,            0.032277,            0.015879,            0.002811,             0.85545,              0.8329,             0.86221,             0.47364,            0.032109,           0.0086398,           0.0017976,           0.0059905,           0.0059905,           0.0059905
                  83,            0.031832,            0.016367,           0.0026315,             0.84535,             0.83899,             0.85527,             0.47336,            0.032264,           0.0085937,           0.0015836,            0.005941,            0.005941,            0.005941
                  84,             0.03238,            0.016677,           0.0026978,             0.85605,             0.83428,             0.86237,             0.47638,             0.03237,            0.008696,           0.0017099,           0.0058915,           0.0058915,           0.0058915
                  85,            0.031498,            0.016101,           0.0025923,             0.87735,             0.83205,              0.8541,             0.46407,            0.032583,           0.0087426,           0.0016749,            0.005842,            0.005842,            0.005842
                  86,            0.031215,            0.016086,           0.0023593,             0.84297,             0.85841,             0.86319,             0.46701,            0.032026,           0.0086746,           0.0014226,           0.0057925,           0.0057925,           0.0057925
                  87,            0.031668,            0.016366,           0.0024206,              0.8545,             0.84781,             0.86213,             0.48892,            0.031789,           0.0086041,           0.0015659,            0.005743,            0.005743,            0.005743
                  88,            0.031073,            0.016225,           0.0027276,             0.85047,             0.83859,             0.86627,             0.47493,            0.031666,           0.0086712,           0.0015861,           0.0056935,           0.0056935,           0.0056935
                  89,            0.030987,             0.01589,           0.0023575,             0.85166,              0.8212,             0.83906,             0.46224,            0.031909,           0.0086149,           0.0014689,            0.005644,            0.005644,            0.005644
                  90,            0.031071,            0.016504,           0.0025132,             0.86826,             0.85515,             0.87049,             0.49435,            0.031701,           0.0086091,           0.0015211,           0.0055945,           0.0055945,           0.0055945
                  91,             0.03139,            0.016296,           0.0021637,             0.86398,             0.86418,             0.86946,              0.4902,            0.031695,           0.0085208,           0.0014356,            0.005545,            0.005545,            0.005545
                  92,            0.031067,            0.015881,           0.0022453,             0.87054,             0.83224,             0.86255,             0.46458,            0.031593,           0.0086324,           0.0015385,           0.0054955,           0.0054955,           0.0054955
                  93,            0.030547,            0.016113,           0.0023046,             0.89494,             0.85393,             0.88091,             0.48383,            0.031796,           0.0085215,           0.0015058,            0.005446,            0.005446,            0.005446
                  94,            0.030648,            0.016041,            0.002378,             0.88248,             0.85172,             0.88054,             0.48861,            0.032194,           0.0084747,           0.0014835,           0.0053965,           0.0053965,           0.0053965
                  95,            0.030728,             0.01625,           0.0023603,              0.8761,             0.84625,             0.86916,             0.47482,            0.031776,           0.0086109,           0.0013602,            0.005347,            0.005347,            0.005347
                  96,            0.030224,            0.016142,            0.002098,             0.86683,             0.84357,             0.86528,             0.48009,            0.031788,           0.0085553,           0.0014423,           0.0052975,           0.0052975,           0.0052975
                  97,            0.030569,            0.015735,           0.0021747,             0.87101,             0.84146,             0.86386,             0.49054,            0.031589,           0.0086521,            0.001611,            0.005248,            0.005248,            0.005248
                  98,            0.030699,            0.016129,           0.0023146,             0.87218,             0.83559,              0.8726,             0.48736,            0.031346,           0.0086601,           0.0013369,           0.0051985,           0.0051985,           0.0051985
                  99,            0.030357,            0.015603,           0.0022097,             0.85622,             0.85392,             0.87221,             0.49904,            0.031645,            0.008471,           0.0013432,            0.005149,            0.005149,            0.005149
                 100,            0.030771,            0.016066,           0.0023439,             0.86885,             0.85257,              0.8665,             0.48792,            0.031321,           0.0084411,           0.0013896,           0.0050995,           0.0050995,           0.0050995
                 101,            0.030113,            0.015575,           0.0024034,              0.8766,             0.85206,             0.86793,             0.46982,            0.031577,           0.0085472,           0.0014642,             0.00505,             0.00505,             0.00505
                 102,            0.030523,            0.015808,           0.0020292,             0.87727,             0.85496,              0.8749,             0.50356,            0.031377,           0.0084426,           0.0015347,           0.0050005,           0.0050005,           0.0050005
                 103,            0.030321,             0.01608,           0.0021422,             0.86724,             0.86156,             0.87435,              0.4899,            0.031453,           0.0084703,           0.0014501,            0.004951,            0.004951,            0.004951
                 104,            0.029916,            0.015734,           0.0020732,             0.87143,             0.86859,             0.87447,             0.50423,            0.030865,           0.0085383,           0.0013887,           0.0049015,           0.0049015,           0.0049015
                 105,            0.029908,            0.015564,           0.0020818,              0.8562,             0.84442,             0.86295,             0.50186,            0.031126,           0.0085932,           0.0015254,            0.004852,            0.004852,            0.004852
                 106,            0.029883,            0.015413,           0.0017877,             0.86367,             0.84891,             0.86385,             0.49388,            0.031133,           0.0086613,           0.0014253,           0.0048025,           0.0048025,           0.0048025
                 107,            0.029909,             0.01587,           0.0020064,             0.88009,              0.8478,             0.86618,             0.48438,            0.031182,           0.0085366,           0.0014231,            0.004753,            0.004753,            0.004753
                 108,            0.029624,            0.015349,           0.0019554,             0.88063,             0.84493,             0.87875,             0.50146,            0.030962,           0.0085589,           0.0013602,           0.0047035,           0.0047035,           0.0047035
                 109,            0.029671,            0.015462,           0.0018931,             0.86679,             0.85616,             0.87876,             0.50944,            0.030706,           0.0084635,           0.0013428,            0.004654,            0.004654,            0.004654
                 110,            0.029612,             0.01576,           0.0018842,              0.8495,             0.85269,             0.86614,             0.50704,            0.030549,           0.0084777,           0.0013332,           0.0046045,           0.0046045,           0.0046045
                 111,            0.029468,            0.015201,            0.002222,               0.867,             0.84439,             0.87452,             0.51182,            0.030846,           0.0085588,           0.0013054,            0.004555,            0.004555,            0.004555
                 112,            0.029418,            0.015444,            0.002032,             0.88036,             0.84101,              0.8738,             0.50384,            0.030566,           0.0084941,           0.0012776,           0.0045055,           0.0045055,           0.0045055
                 113,            0.029562,            0.015574,           0.0020927,             0.85662,             0.85145,             0.87513,             0.50015,            0.031206,           0.0084915,           0.0013724,            0.004456,            0.004456,            0.004456
                 114,            0.029303,            0.015201,           0.0019046,             0.88042,             0.85001,             0.87955,             0.50876,            0.031075,           0.0084221,            0.001258,           0.0044065,           0.0044065,           0.0044065
                 115,            0.029388,            0.015372,           0.0018014,             0.87296,             0.85947,             0.87947,             0.51193,              0.0306,           0.0083741,           0.0014155,            0.004357,            0.004357,            0.004357
                 116,            0.029131,            0.015027,           0.0016602,             0.87055,             0.84409,             0.86731,             0.49822,             0.03091,           0.0083393,           0.0012703,           0.0043075,           0.0043075,           0.0043075
                 117,            0.029399,            0.015319,            0.001834,             0.89028,             0.84074,             0.87809,             0.50296,            0.030417,           0.0083244,           0.0014234,            0.004258,            0.004258,            0.004258
                 118,            0.029174,            0.014999,           0.0021513,              0.8708,             0.86099,             0.86823,             0.50479,            0.030839,           0.0083546,           0.0013946,           0.0042085,           0.0042085,           0.0042085
